연번,시군,읍면동,시설종류,시설용도(공공용 시설건물 주용도),민방위대피시설명칭,주소(도로명 주소),주소(지번 주소),대피가능면적(제곱미터),대피 가능인원(명)
634,경산시,진량읍,공공용,주거시설,"창신황제타운(102,4,6,7동 지하1층주차장)",경산시 진량읍 황제1길 86-31,경산시 진량읍 70번지 1호,2836,2836
635,경산시,진량읍,공공용,주거시설,"우방힐타운(지하주차장 1층,2층)",경산시 진량읍 공단로 527,경산시 진량읍 868번지,8288,8288
636,경산시,남산면,공공용,관공서,남산면 행정복지센터(지하1층),경산시 남산면 하남로 323,경산시 남산면 57번지,91,91
637,경산시,진량읍,공공용,주거시설,우림필유(지하주차장 1층),경산시 진량읍 봉황길 53,경산시 진량읍 122번지 3호,3157,3157
638,경산시,서부1동,공공용,주거시설,경산우방유쉘(지하주차장 1층),경산시 강변서로 111,경산시 옥곡동 3번지 1호,9629,9629
639,경산시,서부1동,공공용,주거시설,웰리치성암(지하주차장 1층),경산시 삼성현로 203,경산시 옥곡동 80번지,6732,6732
640,경산시,진량읍,공공용,주거시설,진량휴먼시아(지하주차장 1층),경산시 진량읍 금호강변로 830-3,경산시 진량읍 715번지,3857,3857
641,경산시,동부동,공공용,주거시설,"태왕드림하이츠 아파트 (지하주차장 1층, 2층)",경산시 삼풍로13-7(삼풍동),경산시 삼풍동 500번지 1호,20949,20949
642,경산시,서부2동,공공용,주거시설,펜타힐즈더샵1차(지하주차장 1층),경산시 펜타힐즈2로 60,경산시 중산동 643번지,39130,39130
643,경산시,서부2동,공공용,주거시설,한서신혼하이츠(아파트정문 앞 지하주차장 1층),경산시 대학로13길 26(정평동),경산시 정평동 255번지 39호,7914,7914
644,경산시,중방동,공공용,주거시설,e편한세상2단지(지하주차장 1층),경산시 대학로28길 31(중방동),경산시 중방동 894번지,19071,19071
645,의성군,의성읍,공공용,주거시설,미진이지비아(전동지하) 지하 1층,경상북도 의성군 의성읍 홍술로 192,경상북도 의성군 의성읍 중리리 536번지 1호,4092,4092
646,의성군,의성읍,공공용,주거시설,상리휴먼시아(전동지하) 지하 1층,경상북도 의성군 의성읍 동서1길 114,경상북도 의성군 의성읍 상리리 767번지,2779,2779
647,의성군,의성읍,공공용,주거시설,우성아파트(전동지하) 지하 1층,경상북도 의성군 의성읍 의성사곡로 10(우성아파트),경상북도 의성군 의성읍 상리리 554번지 3호,661,661
648,의성군,안계면,공공용,주거시설,대경아파트(전동지하) 지하 1층,경상북도 의성군 안계면 안계길 80(대경아파트),경상북도 의성군 안계면 용기리 1116번지 35호,1072,1072
649,청송군,청송읍,공공용,관공서,청송군청(지하1층),청송읍 군청로 51,청송읍 월막리 330,210,210
650,청송군,청송읍,공공용,의료시설,청송군보건의료원(지하1층),청송읍 의료원길 19,청송읍 금곡리 1056-54,661.1,661
651,청송군,청송읍,공공용,상업시설,주왕산온천관광호텔(지하1층),청송읍 중앙로 315,청송읍 월막리 73-2,850.1,850
652,청송군,청송읍,공공용,복지시설,청송군종합문화복지타운(지하1층),청송읍 금월로 244-30,청송읍 금곡리 813,409.9,409
653,청송군,진보면,공공용,운동시설,진보문화체육센터(지하1층),진보면 진보로 187,진보면 각산리 508-9,216,216
654,영양군,영양읍,공공용,관공서,영양군청,영양군 영양읍 군청길 37,영양군 영양읍 서부리 379-1,2016,2016
655,영양군,영양읍,공공용,기타시설,영양군문화체육센터,영양군 영양읍 군민회관길 50,영양군 영양읍 서부리 141-1,149,149
656,영양군,영양읍,공공용,관공서,영양읍행정복지센터,영양군 영양읍 군청길 53,영양군 영양읍 서부리 550-10,78,78
657,영양군,영양읍,공공용,상업시설,영양객주,영양군 영양읍 시장3길 11,영양군 영양읍 서부리 292-4,111,111
658,영양군,영양읍,공공용,관공서,영양군교육지원청,영양군 영양읍 영양창수로 83,영양군 영양읍 동부리 96,278,278
659,영양군,영양읍,공공용,상업시설,청소년수련관,영양군 영양읍 동서대로 92,영양군 영양읍 동부리 184,245,245
660,영양군,영양읍,공공용,기타시설,영양문화원,영양군 영양읍 군민회관길 7,영양군 영양읍 서부리 2-15,35,35
661,영양군,석보면,공공용,기타시설,두들마을역사체험관,영양군 석보면 두들마을길 28,영양군 석보면 원리리 386-11,406,406
662,영덕군,영덕읍,공공용,관공서,영덕군청 지하 1층,영덕읍 군청길 116,영덕읍 남석리 310-3,514,514
663,영덕군,영덕읍,공공용,관공서,영덕경찰서 지하 1층,영덕읍 남산1길 14,영덕읍 남산리 59-3,717,717
664,영덕군,영덕읍,공공용,관공서,영덕교육지원청 지하 1층,영덕읍 읍사무소1길 32-15,영덕읍 우곡리 524,215,215
665,영덕군,영덕읍,공공용,관공서,영덕세무서 지하 1층,영덕읍 영덕로 35-11,영덕읍 남산리 61-1,152,152
666,영덕군,영덕읍,공공용,주거시설,마이다스빌 지하주차장 1층,영덕읍 영덕로 163,영덕읍 우곡리 217,1507,1507
667,영덕군,영덕읍,공공용,주거시설,혜광신세계타운 지하주차장 1층,영덕읍 중앙길 20,영덕읍 우곡리 283,2014,2014
668,영덕군,영덕읍,공공용,주거시설,태양맨숀 지하주차장 1층,영덕읍 강영로 504,영덕읍 우곡리 360-9,407,407
669,영덕군,영덕읍,공공용,관공서,대구지방검찰청 영덕지청 지하 1층,영덕읍 경동로 8335,영덕읍 화개리 265,988,988
670,영덕군,영덕읍,공공용,관공서,대구지방법원 영덕지원 지하 1층,영덕읍 경동로 8337,영덕읍 화개리 226-1,601,601
671,영덕군,영덕읍,공공용,주거시설,맘애듬아파트 지하주차장 1층,영덕읍 덕곡천길 34,영덕읍 덕곡리 150-26,678,678
672,영덕군,영덕읍,공공용,주거시설,우진센트럴하임 지하주차장 1층,영덕읍 읍사무소1길 42-21,영덕읍 우곡리 522,3712,3712
673,영덕군,영덕읍,공공용,학교시설,영덕야성초등학교 지하 1층,영덕읍 덕곡길 96,영덕읍 덕곡리 170,463,463
674,영덕군,강구면,공공용,학교시설,강구중학교 지하 1층,강구면 신강구1길 45-5,강구면 삼사리 15-1,82,82
675,영덕군,영해면,공공용,문화·집회시설,예주문화예술회관 지하 1층,영해면 318만세길 36,영해면 성내리 860,1784,1784
676,청도군,청도읍,공공용,관공서,청도군 노인복지관,청도군 청도읍 한내길 68,청도군 청도읍 고수리 3,478,478
677,청도군,청도읍,공공용,운동시설,재향군인회 청호체육관 지하 체력단련실,청도군 청도읍 고수동5길 21,청도군 청도읍 고수리 834-4,213,213
678,청도군,청도읍,공공용,주차장,일송빌딩 지하주차장,청도군 청도읍 냉정길 1,청도군 청도읍 고수리 152-77,165,165
679,청도군,청도읍,공공용,주거시설,성조아파트 101동 지하주차장,청도군 청도읍 고수뒷길 74-16,청도군 청도읍 고수리 656,1430,1430
680,청도군,청도읍,공공용,주거시설,성조아파트 102동 지하주차장,청도군 청도읍 고수산복길 86,청도군 청도읍 고수리 630,1369,1369
681,청도군,청도읍,공공용,의료시설,하나병원 지하시설,청도군 청도읍 청도신기길 78-10,청도군 청도읍 고수리 15-1,963,963
682,청도군,화양읍,공공용,관공서,화양읍사무소 창고,청도군 화양읍 도주관로 159,청도군 화양읍 동상리 58,101,101
683,청도군,화양읍,공공용,관공서,청도군청 지하식당,청도군 화양읍 청화로 70,청도군 화양읍 범곡리 133,2181,2181
684,청도군,화양읍,공공용,관공서,청도군 보건소 수영장,청도군 화양읍 청화로 79-15,청도군 화양읍 범곡리 96-2,1416,1416
685,청도군,화양읍,공공용,의료시설,청도대남병원 장례식장,청도군 화양읍 청화로 79-7,청도군 화양읍 범곡리 100-1,927,927
686,청도군,화양읍,공공용,관공서,화양우체국 창고,청도군 화양읍 도주관로 151,청도군 화양읍 서상리 7-2,134,134
687,청도군,화양읍,공공용,학교시설,모계중학교 지하 소강당,청도군 화양읍 청화로 67,청도군 화양읍 범곡리 117,576,576
688,청도군,화양읍,공공용,주거시설,청도코아루블루핀아파트 지하주차장 1층,경상북도 청도군 화양읍 청화로 26-1 ,청도군 화양읍 범곡리 438,4019,4019
689,고령군,대가야읍,공공용,관공서,군청 지파대피시설 지하 1층,경상북도 고령군 대가야읍 왕릉로 55,경상북도 고령군 대가야읍 지산리 190,1150,1150
690,고령군,대가야읍,공공용,관공서,문화누리관 지하 1층,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 337,5900,5900
691,고령군,대가야읍,공공용,관공서,고령교육지원청 지하 1층,경상북도 고령군 대가야읍 가야금길 34,경상북도 고령군 대가야읍 쾌빈리 106-1,109.2,109
692,성주군,성주읍,공공용,관공서,성주군청 지하 1층,경상북도 성주군 성주읍 성주로3200,경상북도 성주군 성주읍 283번지1호,152,152
693,성주군,성주읍,공공용,관공서,성주교육청 지하 1층,경상북도 성주군 성주읍 주산로 71-4,경상북도 성주군 성주읍 432번지 3호,407,407
694,성주군,성주읍,공공용,관공서,성주우체국 지하주차장 1층,경상북도 성주군 성주읍 성주로3210,경상북도 성주군 성주읍 660번지 3호,825,825
695,성주군,성주읍,공공용,주거시설,청일가야아파트 지하주차장 1층,경상북도 성주군 성주읍1길 20,경상북도 성주군 성주읍 2094번지,1658,1658
696,성주군,성주읍,공공용,주거시설,청구신호타운 지하주차장 1층,경상북도 성주군 성주읍 경산2길 19-8,경상북도 성주군 성주읍 762번지 5호,760.7,760
697,성주군,성주읍,공공용,주거시설,성주우방타운 지하주차장 1층,경상북도 성주군 성주읍 성주순환로 14,경상북도 성주군 성주읍 426번지,1223,1223
698,성주군,성주읍,공공용,주거시설,신성강변타운 지하주차장 1층,경상북도 성주군 성주읍 성밖숲길 43,경상북도 성주군 성주읍 496번지,1325,1325
699,성주군,성주읍,공공용,관공서,성주문화예술회관 대강당 지하 1층,경상북도 성주군 성주읍 성산9길 45,경상북도 성주군 성주읍 161번지 1호,406,406
700,성주군,성주읍,공공용,관공서,성주창의문화센터 지하주차장 1층,"경상북도 성주군 성주읍 경산길 15, 성주창의문화센터",경상북도 성주군 성주읍 경산리 597-2,3790,3790
701,칠곡군,북삼읍,공공용,주거시설,북삼휴먼시아 지하주차장 ,경상북도 칠곡군 북삼읍 북삼로 200,경상북도 칠곡군 북삼읍 31번지 1호,1800,1800
702,칠곡군,북삼읍,공공용,주거시설,숭오화성파크지하주차장 ,경상북도 칠곡군 북삼읍 북삼로 193-5,경상북도 칠곡군 북삼읍 26번지 1호,5477,5477
703,칠곡군,왜관읍,공공용,주거시설,왜관휴먼시아4단지 지하주차장,경상북도 칠곡군 왜관읍 관문로1길 24,경상북도 칠곡군 왜관읍 883번지,4028,4028
704,칠곡군,왜관읍,공공용,주거시설,왜관한빛타운 지하주차장,경상북도 칠곡군 왜관읍 석전로 77,경상북도 칠곡군 왜관읍 561번지,3430,3430
705,칠곡군,왜관읍,공공용,주거시설,왜관삼성아파트 지하주차장,경상북도 칠곡군 왜관읍 구상길 180,경상북도 칠곡군 왜관읍 780번지 33호,4421,4421
706,칠곡군,왜관읍,공공용,주거시설,대동다숲아파트 지하주차장,경상북도 칠곡군 왜관읍 평장3길 50,경상북도 칠곡군 왜관읍 661번지 4호,6600,6600
707,칠곡군,약목면,공공용,주거시설,약목오성타워맨션 지하주차장,경상북도 칠곡군 약목면 복성13길 24,경상북도 칠곡군 약목면 복성리 701,1667,1667
708,칠곡군,석적읍,공공용,주거시설,칠곡남율효성해링턴플레이스1단지 지하주차장,경상북도 칠곡군 석적읍 남율로9길 33,경상북도 칠곡군 석적읍 1087번지,8250,8250
709,칠곡군,석적읍,공공용,주거시설,3공단부영아파트 지하주차장,경상북도 칠곡군 석적읍 북중리3길 70,경상북도 칠곡군 석적읍 141번지,9592,9592
710,칠곡군,석적읍,공공용,주거시설,우방신천지아파트 지하주차장,경상북도 칠곡군 석적읍 석적로 955-19,경상북도 칠곡군 석적읍 710번지,8250,8250
711,칠곡군,북삼읍,공공용,주거시설,전원대동타운 지하주차장,경상북도 칠곡군 북삼읍 외율1길 9,경상북도 칠곡군 북삼읍 830번지 47호,2144,2144
712,칠곡군,북삼읍,공공용,주거시설,금오현대아파트 지하주차장,경상북도 칠곡군 북삼읍 안산2길 37-9,경상북도 칠곡군 북삼읍 18번지 1호,7842,7842
713,칠곡군,북삼읍,공공용,주거시설,인평창신아파트 지하주차장,경상북도 칠곡군 북삼읍 금오대로6길 9-6,경상북도 칠곡군 북삼읍 1090번지,2994,2994
714,칠곡군,북삼읍,공공용,주거시설,동부늘푸른타운 지하주차장,경상북도 칠곡군 북삼읍 북삼로8길 19,경상북도 칠곡군 북삼읍 271번지 1호,2242,2242
715,칠곡군,북삼읍,공공용,주거시설,숭오대동타운 지하주차장,경상북도 칠곡군 북삼읍 인강5길 59,경상북도 칠곡군 북삼읍 678번지 1호,1033,1033
716,칠곡군,북삼읍,공공용,주거시설,숭오화진금봉타운1차 지하주차장,경상북도 칠곡군 북삼읍 안산2길 6-4,경상북도 칠곡군 북삼읍 690번지 1호,2110,2110
717,칠곡군,왜관읍,공공용,주거시설,이원리버빌 지하주차장,경상북도 칠곡군 왜관읍 2번도로길 105,경상북도 칠곡군 왜관읍 208번지 16호,1384,1384
718,칠곡군,석적읍,공공용,주거시설,중리금호어울림 지하주차장,경상북도 칠곡군 석적읍 서중리5길 66-6,경상북도 칠곡군 석적읍 171번지,8250,8250
719,예천군,예천읍,공공용,주거시설,세아아파트 101동 지하주차장(지하1층),경북 예천군 예천읍 양궁로 83 세아아파트,경북 예천군 예천읍 청복리 383-4번지,501,501
720,예천군,예천읍,공공용,주거시설,세아아파트 102동 지하주차장(지하1층),경북 예천군 예천읍 양궁로 83 세아아파트,경북 예천군 예천읍 청복리 383-2번지,483,483
721,예천군,예천읍,공공용,주거시설,장미마을아파트 101동 지하주차장(지하1층),경북 예천군 예천읍 대심1길 19 장미마을아파트,경북 예천군 예천읍 대심리 78-1번지,513,513
722,예천군,예천읍,공공용,주거시설,장미마을아파트 103동 지하주차장(지하1층),경북 예천군 예천읍 대심1길 19 장미마을아파트,경북 예천군 예천읍 대심리 78-1번지,775,775
723,예천군,예천읍,공공용,관공서,예천우체국 지하공간(지하1층),경북 예천군 예천읍 군청길 27(예천우체국),경북 예천군 예천읍 서본리 1-8번지,69,69
724,예천군,예천읍,공공용,주거시설,삼우목련아파트 지하주차장(지하1층),경북 예천군 예천읍 대심3길 35-19 삼우목련아파트,경북 예천군 예천읍 대심리 17-8번지,1035,1035
725,예천군,예천읍,공공용,주거시설,세종타운 지하주차장(지하1층),경북 예천군 예천읍 효자로 40 세종타운,경북 예천군 예천읍 남본리 237-2번지,487,487
726,예천군,예천읍,공공용,주거시설,두영서부빌라트 지하주차장(지하1층),경북 예천군 예천읍 효자로 31 두영서부빌라트,경북 예천군 예천읍 서본리 64-3번지,617,617
727,예천군,예천읍,공공용,주거시설,무궁화아파트 지하주차장(지하1층),경북 예천군 예천읍 군청길 44 무궁화아파트,경북 예천군 예천읍 노하리 68-4번지,92,92
728,예천군,예천읍,공공용,관공서,예천읍행정복지센터 지하공간(지하1층),경북 예천군 예천읍 군청앞길 2 ,경북 예천군 예천읍 서본리 1-6,224,224
729,예천군,예천읍,공공용,주거시설,대심주공아파트 101동 지하주차장(지하1층),경북 예천군 예천읍 봉덕로 52(주공아파트),경북 예천군 예천읍 대심리 430번지,877,877
730,예천군,예천읍,공공용,주거시설,조일리버빌 지하주차장(지하1층),경북 예천군 예천읍 한천길 21 조일리버빌,경북 예천군 예천읍 동본리 442-1번지,901,901
731,예천군,호명읍,공공용,주거시설,경북도청아이파크 1지하주차장(106~109동/지하1층),경북 예천군 호명면 새움3로 7 경북도청아이파크,경북 예천군 호명면 1382번지,5991,5991
732,예천군,호명읍,공공용,주거시설,경북도청아이파크 2지하주차장(101~105동/지하1층),경북 예천군 호명면 새움3로 7 경북도청아이파크,경북 예천군 호명면 1382번지,6555,6555
733,예천군,호명읍,공공용,주거시설,우방아이유쉘1차 지하주차장(101~108동/지하1층),경북 예천군 호명면 검무로 17 우방아이유쉘1차,경북 예천군 호명면 1401번지,15195,15195
734,예천군,호명읍,공공용,주거시설,우방아이유쉘2차 지하주차장(201~206동/지하1층),경북 예천군 호명면 행복로 230 우방아이유쉘2차,경북 예천군 호명면 1383번지,13332,13332
735,예천군,호명읍,공공용,주거시설,우방아이유쉘센텀 지하주차장(301~311동/지하1층),경북 예천군 호명면 검무로 27 우방아이유쉘센텀,경북 예천군 호명면 1400번지,38830,38830
736,예천군,호명읍,공공용,주거시설,우방아이유쉘센트럴 지하주차장(501~510동/지하1층),경북 예천군 호명면 행복로 229 우방아이유쉘센트럴,경북 예천군 호명면 1398번지,26522,26522
737,예천군,호명읍,공공용,주거시설,호반 2차 지하주차장(201~222동/지하1층),경북 예천군 호명면 양지로 14 호반베르디움2차,경북 예천군 호명면 1381번지,39579,39579
738,예천군,호명읍,공공용,주거시설,트레젠웰가 오피스텔 지하주차장(지하1층),경북 예천군 호명면 행복4길 25 트레젠웰가,경북 예천군 호명면 769번지,3082,3082
739,예천군,호명읍,공공용,주거시설,에비뉴시티 오피스텔 지하주차장(지하1층),경북 예천군 호명면 양지9길 18 에비뉴시티,경북 예천군 호명면 1151번지,2129,2129
740,예천군,예천읍,공공용,주거시설,이테크코아루 지하주차장(101~104동/지하1층),경북 예천군 예천읍 양궁로 60-20(예천이테크코아루),경북 예천군 예천읍 남본리 319 예천이테크코아루,5362,5362
741,예천군,예천읍,공공용,관공서,예천군청 지하주차장(지하1층),"경북 예천군 예천읍 충효로 111, 예천군청",경북 예천군 예천읍 대심리 353 예천군청,6436,6436
742,봉화군,봉화읍,공공용,상업시설,봉화새마을금고 지하주차장 1층,경상북도 봉화군 봉화읍 봉화로 1146,경상북도 봉화군 봉화읍 내성리 419-30,474.9,474
743,봉화군,봉화읍,공공용,관공서,군민회관 지하 1층,경상북도 봉화군 봉화읍 내성로4길 6-44,경상북도 봉화군 봉화읍 내성리 42-1,323.3,323
744,봉화군,봉화읍,공공용,관공서,봉화군청 지하주차장 1층,경상북도 봉화군 봉화읍 봉화로 1111,경상북도 봉화군 봉화읍 내성리 537,699.3,699
745,봉화군,봉화읍,공공용,주거시설,톱텍시티파크 지하주차장 1층,경상북도 봉화군 봉화읍 교통1길 2,경상북도 봉화군 봉화읍 내성리 490-4,1067,1067
746,울진군,울진읍,공공용,관공서,울진교육지원청 지하1층,울진군 울진읍 월변7길17,울진군 울진읍 읍내리 290-6,300,300
747,울진군,울진읍,공공용,방송통신시설,KT울진지사 지하주차창 1층,울진군 울진읍 읍내8길25,울진군 울진읍 읍내리513-1,787,787
748,울진군,울진읍,공공용,주거시설,현대아파트 지하주차창 1층,울진군 울진읍 월변9길26,울진군 울진읍 읍내리 196-4,2671,2671
749,울진군,울진읍,공공용,주거시설,명지렉스빌 지하주차창 1층,울진군 을진읍 읍내로 70,울진군 울진읍 읍내리 521-3,337,337
750,울진군,북면,공공용,주거시설,한울원자력본부직원사택 3상록관 지하주차장 1층,울진군 북면 울진북로 2149,울진군 북면 나곡리 165,3487,3487
751,울진군,북면,공공용,주거시설,한울원자력본부직원사택 2단지 지하주차장 1층,울진군 북면 울진북로 2149,울진군 북면 나곡리 148,6034,6034
752,울진군,북면,공공용,주거시설,한울원자력본부직원사택 4단지 지하주차장 1층,울진군 북면 울진북로 2149,울진군 북면 부구리 235,19151,19151
753,울진군,울진읍,공공용,주거시설,금광베네스타 지하주차장 1층,울진군 울진읍 울진북로 602,울진군 울진읍 고성리 14,1732,1732
754,울진군,울진읍,공공용,주거시설,삼성생명빌딩 지하주차장 1층,울진군 울진읍 울진중앙로 144,울진군 울진읍 읍내리 516-15,200,200
755,울진군,울진읍,공공용,주거시설,석호마을아파트 지하주차장 1층,울진군 북면 울진북로 2234,울진군 북면 나곡리 62-1,941,941
756,울진군,울진읍,공공용,주거시설,윤준비치아트빌 지하주차장 1층,울진군 죽변면 죽변북로 87,울진군 죽변면 후정리 188-3,88,88
757,울릉군,울릉읍,공공용,주차장,도동공영주차장,경북 울릉군 울릉읍 도동2길 23,경북 울릉군 울릉읍 56,468,468
758,울릉군,울릉읍,공공용,관공서,울릉군청,경북 울릉군 울릉읍 도동2길 66,경북 울릉군 울릉읍 206-1,227,227
759,울릉군,울릉읍,공공용,관공서,울릉군의회,경북 울릉군 울릉읍 도동길 143,경북 울릉군 울릉읍 176-2,314,314
760,울릉군,울릉읍,공공용,문화·집회시설,한마음회관,경북 울릉군 울릉읍 울릉순환로 286,경북 울릉군 울릉읍 408,83,83
761,울릉군,울릉읍,공공용,의료시설,울릉군 보건의료원,경북 울릉군 울릉읍 울릉순환로 396-18,경북 울릉군 울릉읍 571-24,1012,1012
762,울릉군,울릉읍,공공용,상업시설,KT울릉지사,경북 울릉군 울릉읍 도동길 193,경북 울릉군 울릉읍 223-10,400,400
763,울릉군,울릉읍,공공용,관공서,농업기술센터,경북 울릉군 울릉읍 간령길 83-18,경북 울릉군 울릉읍 541-8,75,75
764,울릉군,울릉읍,공공용,주거시설,울릉군 휴먼시아 아파트,경북 울릉군 울릉읍 봉래길 176,경북 울릉군 울릉읍 463,40,40
