주소,취약지역유형,관리주체,소유별,면적(제곱미터),거리(미터),취약지역지정사유,데이터기준일자
경상북도 포항시 남구 오천읍 갈평리 산90,토석류,포항시,사유림,3526,0,계류 내 소형 골막이가 존재하지만 노후되었고 다수의 붕괴와 더불어 인가 뒤편 사면에서도 지속적인 토사유출이 일어나고 있어 인명 및 재산피해를 예방하고자 취약지역 지정을 통한 관리가 필요한 지역으로 판단됨.,2026-04-07
경상북도 포항시 남구 오천읍 갈평리 산142-6,토석류,포항시,사유림,1450,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 오천읍 진전리 산31,토석류,포항시,사유림,5185,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 북구 흥해읍 죽천리 228-7,산사태,포항시,사유림,2389,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 오천읍 용산리 산51,토석류,포항시,사유림,3738,0,계류 내 퇴적물 유동으로 경작지에 월류가 발생된 상태로 계류 황폐화가 진행 중임. 또한 집중호우 시 2차 피해가 우려되어 이를 예방하기 위해 취약지역으로 지정하여 계류보전이 필요할 것으로 사료됨.,2026-04-07
경상북도 포항시 북구 흥해읍 죽천리 76-5,산사태,포항시,사유림,456,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 흥해읍 우목리 280,산사태,포항시,사유림,589,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 흥해읍 우목리 243,산사태,포항시,사유림,1160,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 흥해읍 용한리 산45-13,산사태,포항시,사유림,1469,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 장기면 방산리 산492,토석류,포항시,사유림,116,0,"계류의 유역면적이 크고, 계류내 다수의 구간에 토석류 흔적이 관찰되며, 계상에 벌채목 및 가지 등의 유송잡물이 퇴적되어 있으며, 계상에 다량의 퇴적물이 존재하여 집중호우시 일시에 하부로 이동하여 방산지의 월류가 우려됨.",2026-04-07
경상북도 포항시 남구 장기면 방산리 산358,토석류,포항시,사유림,1250,0,"계류 전반에 걸쳐 소규모 전석, 유목 등 유송잡물이 다수 적치되어 있고, 세굴이 진행 중인 계류로 집중호우 시 퇴적물 이동이 용이할 것으로 사료되며, 이를 사전에 예방하기 위한 계류보전 사업이 필요할 것으로 사료됨",2026-04-07
경상북도 포항시 남구 장기면 정천리 산193,토석류,포항시,사유림,1643,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 장기면 방산리 산433,토석류,포항시,사유림,1250,0,"양안 사면의 풍화 및 곡류가 심하여 세굴, 침식이 진행 중으로 식생의 뿌리 노출이 다수 관찰되고 계류 내 전석이 다수 분포하고 있어 집중호우 시 토석류 발생 가능성이 높아 이를 예방하기 위한 계류보전 사업이 필요할 것으로 사료됨",2026-04-07
경상북도 포항시 남구 장기면 방산리 산440,토석류,포항시,사유림,1250,0,"계류 전구간 침식, 세굴 진행 중이며 양안 사면의 풍화가 심하여 낙석이 발생 중이며, 식생의 뿌리 노출도 다수 관찰되는 등 집중호우 시 토석류 발생 가능성이 높을 것으로 사료되며 이를 예방하기 위하여 사방댐 설치가 필요할 것으로 사료됨",2026-04-07
경상북도 포항시 남구 장기면 방산리 1469,산사태,포항시,사유림,1250,0,본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.,2026-04-07
경상북도 포항시 남구 동해면 금광리 225,토석류,포항시,사유림,4552,0,조사시점부 주변에 유동 가능성이 높은 퇴적물이 다량 적치되어 있음. 배수기능의 불량을 야기하여 하부 인가에 월류로 인한 피해가능성이 우려됨. 따라서 취약지역으로 지정을 추천함.,2026-04-07
경상북도 포항시 남구 동해면 임곡리 798,토석류,포항시,사유림,3408,0,"계류 사면의 세굴, 붕괴 가능성이 높은 지역으로 기존 배수시설이 존재하나 배수로의 배수불량이 우려됨. 따라서 주변 모텔과 인가의 피해를 예방하기 위해 취약지역으로 제안함.",2026-04-07
경상북도 포항시 남구 동해면 약전리 산6,토석류,포항시,사유림,1963,0,"최하부에 크게 붕괴된 붕괴지(우안) 존재함, 계류 내도 퇴적물이 많이 쓸려 내려온 상태",2026-04-07
경상북도 포항시 남구 장기면 임중리 산64-5,토석류,포항시,사유림,1000,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 장기면 읍내리 산16,토석류,포항시,사유림,3502,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 장기면 서촌리 산199,산사태,포항시,사유림,760,0,사면하부 다수의 구간에서 표층유실과 침식으로 인한 토사유출이 상당히 진행중임.,2026-04-07
경상북도 포항시 남구 장기면 읍내리 363,토석류,포항시,사유림,164,0,계류 내 전구간에서 유수의 흐름을 방해하는 대나무전도가 발생한 상태로 호우시   범람 및 하부 피해 우려됨.,2026-04-07
경상북도 포항시 남구 장기면 학곡리 산99,토석류,포항시,사유림,1249,0,"붕괴, 세굴, 표층유실이 관찰됨. 위험요소로 인해 토사가 계류내부로 유입 중인 상태임. 토사유출로 인해 뿌리노출, 수목전도가 발생함.",2026-04-07
경상북도 포항시 남구 장기면 임중리 산13,토석류,포항시,사유림,258,0,계류 내 전 구간에서 침식이 관찰되고 계류폭이 좁고 낮아 호우시 범람 및 하부 피해 우려됨.,2026-04-07
경상북도 포항시 남구 장기면 학계리 산21,토석류,포항시,사유림,1826,0,계류 내 적치된 퇴적물이 하류로 유동되어 농경지에 재산피해가 발생된 상태임. 추가 피해를 억제하기 위해 계류 정비가 시급할 것으로 판단되어 계류보전 사업의 검토가 필요할 것으로 사료됨.,2026-04-07
경상북도 포항시 남구 구룡포읍 구평리 1492,토석류,포항시,사유림,6723,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 구룡포읍 구평리 산43,토석류,포항시,사유림,4195,0,하부 시설물의 상태가 불량하며 퇴적물이 월류하여 지속적으로 피해를 보고 있다는 주민의견이 있음. 또한 계류 중상부 경작지 근처에서는 사면의 붕괴와 침식이 다수 관찰되는 바 취약지역으로 지정하여 관리가 필요하다고 사료됨.,2026-04-07
경상북도 포항시 남구 장기면 두원리 산176,토석류,포항시,사유림,571,0,계류 내 일부 세굴 및 유동가능 전석이 관찰되고 다수의 구간에서 침식이 현저하여 호우시 인가와 경작지 피해 우려됨.,2026-04-07
경상북도 포항시 남구 장기면 신창리 616-2,산사태,포항시,사유림,1927,0,산사태취약지역,2026-04-07
경상북도 포항시 남구 동해면 발산리 산42,토석류,포항시,사유림,3054,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 장기면 계원리 660,토석류,포항시,사유림,1464,0,계류 내 침식이 활발하여 토사유실이 상당하며 계폭은 넓으나 계안이 낮아 호우시  범람 피해 우려됨.,2026-04-07
경상북도 포항시 남구 장기면 계원리 658,토석류,포항시,사유림,715,0,계류 내 전도목이 다수 관찰되고 침식이 활발하여 토사유실이 상당해 호우시 하부  피해 우려됨.,2026-04-07
경상북도 포항시 남구 구룡포읍 후동리 산33,토석류,포항시,사유림,5882,0,"계류 내 적치된 토석이 하류로 유동되어 하부 하천상태가 불량하며 침식 및 수목 전도, 붕괴지, 등 위험요소가 산재된 유역으로 계류 정비가 시급한 지역으로 사료됨. 따라서 하류부 농경지를 보호하고자 계류보전 사업의 검토가 필요함.",2026-04-07
경상북도 포항시 남구 호미곶면 대동배리 산50,토석류,포항시,사유림,2459,0,계류내 자갈을 포함하는 퇴적물 및 침식이 관찰되며 경사가 급하여 집중호우 시 다량의 계류수 유입에 따른 지속적인 퇴적물 발생이 우려됨.유출구 인근 및 하류로 인가 및 주택부지가 조성되어 있어 퇴적물 발생에 따른 피해가 우려됨.,2026-04-07
경상북도 포항시 남구 호미곶면 대동배리 산53-4,산사태,포항시,사유림,3010,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 호미곶면 대동배리 산60,토석류,포항시,사유림,1250,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 구룡포읍 삼정리 산107,토석류,포항시,사유림,3588,0,계류수가 상시 흐르고 있으며 계류바닥이 기반암층으로 전부 드러나 있는 상태로 보아 강우시 유량이 증가하여 퇴적물의 유동이 심해질 것으로 사료됨,2026-04-07
경상북도 포항시 남구 호미곶면 대동배리 산6-6,토석류,포항시,사유림,2483,0,토석류 피해 우려지역,2026-04-07
경상북도 포항시 남구 구룡포읍 구룡포리 산109-11,토석류,포항시,사유림,2887,596.29,폐가 뒤편에 위치한 계류로 식생의 뿌리 노출 등 세굴이 진행 중이며 계류 내 수목 전도가 다수 관찰되는 등 토석류 발생 잠재적 위험이 산재되어 있는 구간으로 이를 예방하기 위한 계류보전 사업의 검토가 필요할 것으로 사료됨,2026-04-07
경상북도 포항시 남구 구룡포읍 구룡포리 산93-16,토석류,포항시,사유림,50,0,"계류의 유역면적은 소규모이나, 계류의 종단물매가 급하고, 계류 상부에 침식지가 존재하고, 계상에 다량의 전석, 유송잡물 등의 퇴적물이 존재하여 집중호우시 하부로 일시에 이동할 경우 암거를 막아 월류가 우려됨.",2026-04-07
경상북도 포항시 남구 호미곶면 강사리 산215-3,토석류,포항시,사유림,1226,0,"토석류로 인해 계류의 방향이 바뀌어  강우 시 계류수가 인가로 흘러들어감. 그 후로 주민이 계류 내 토석을 직접 준설하고 있는 상태임. 세굴, 표층유실에 의해 지속적으로 토사가 유입되고 있음.",2026-04-07
경상북도 포항시 남구 호미곶면 강사리 산226-1,토석류,포항시,사유림,1250,0,계류가 길고 유역면적이 넓으며 집수되는 위치에 존재,2026-04-07
경상북도 포항시 남구 구룡포읍 구룡포리 산74-20,토석류,포항시,사유림,3095,0,암반이 드러나있고 세굴과 침식이 심하여 나무의 뿌리가 드러나 차후 인근 수목이 쓰러져 계류로 유입될 가능성도 심할 것으로 사료됨,2026-04-07
경상북도 포항시 남구 구룡포읍 삼정리 산59,토석류,포항시,사유림,1250,0,퇴적물의 유동 흔적이 심하고 세굴과 침식 흔적이 발견됨을 미루어보아 강우시 유량이 급증하여 하부까지 피해를 줄 수 있을 것으로 보임,2026-04-07
경상북도 포항시 남구 호미곶면 강사리 산270,토석류,포항시,사유림,3893,0,계류 내부로 다량의 유송잡물이 적치된 상태로 원활한 배수에 영향이 있는 상태임. 전반적으로 지반이 취약해 양안에서 토사가 유출되고 있음. 적치된 퇴적물의 유동흔적이 관찰됨.,2026-04-07
경상북도 포항시 남구 구룡포읍 삼정리 산35,토석류,포항시,사유림,3527,0,"퇴적물이 농경지 상부에 퇴적된 상태로 배수가 불량하고, 계류 황폐화가 진행 중임. 따라서 농경지의 재산피해를 예방하기 위해 사방시설물 설치·검토가 필요함.",2026-04-07
경상북도 포항시 남구 호미곶면 강사리 산97,토석류,포항시,사유림,1250,0,퇴적물의 유동 흔적이 심하고 토석류가 발생했던 것처럼 계류에 토사가 쓸려나와 있음,2026-04-07
경상북도 포항시 남구 구룡포읍 석병리 1098,토석류,포항시,사유림,13476,0,집중호우시 토사의 이동이 많을 것으로 예상됨,2026-04-07
경상북도 포항시 북구 죽장면 월평리 산34,토석류,포항시,사유림,1250,0,계류 양안으로 붕괴지들이 있으며 계상으로 퇴적물들이 다수 적치되어 있음. 장기적으로 토석류로 발전할 위험성들이 다수 있으므로 적절한 대책이 필요함.,2026-04-07
경상북도 포항시 북구 죽장면 월평리 산49,토석류,포항시,사유림,2988,0,계류내 전석을 포함하는 퇴적물 및 유목 등이 포함된 계상퇴적지가 관찰되어 집중호우 시 퇴적물의 이동이 예상되어 토석류로 발전할 가능성이 있어 산사태 발생 우려지역으로 지정되어 하부에 위치한 인가의 보호가 필요하다고 사료됨.,2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산128-2,토석류,포항시,사유림,4097,0,집중호우 시 하부 마을로 흙탕물이 내려온다는 마을 주민의 의견이 있었으며 계류내 침식이 발달한 불안정한 지역으로 산사태 발생 우려지역으로 선정하여 관리가 필요할 것으로 사료됨.,2026-04-07
경상북도 포항시 북구 죽장면 상사리 산88-1,산사태,포항시,사유림,3086,3357.57,임상이 불안정하여 침식으로 인한 토사유출이 지속적으로 발생되어 취약지역으로 지정 및 관리가 필요함,2026-04-07
경상북도 포항시 북구 죽장면 방흥리 468,토석류,포항시,사유림,443,0,"본 조사 계류는 암반사면의 붕괴로 인해 계상에 다량의 토석이 유입되어, 최단부 배수시설이 토석에 의해 막혀 있음. 강우 시 월류로 인해 하류 생활권에 인적, 물적 피해가 예상되므로 계류보전 사업이 필요할 것으로 판단됨.",2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산159,토석류,포항시,사유림,1023,400,"하부에 폭 80㎝ 배수로과 설치되어 있고, 주변에 인가와 경작지가 위치하고 있음",2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산12,토석류,포항시,사유림,2889,0,"유목 및 유송잡물들이 계류내 적치되어 있으며, 퇴적물의 양 또한 많은 편임. 유량이 늘어나면 계류수의 흐름을 방해하는 요인으로 작용할 것으로 예상되어 산사태 발생 우려지역으로 설정하여 계류의 안정화가 필요하다고 사료됨.",2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산13-1,토석류,포항시,사유림,1642,0,침식이 발달한 불안정한 지역으로 계류 양안 사면의 모암의 풍화가 심하여 침식된 곳이 늘어날 위험이 있음. 하부 인가가 위치해 있어 토석류로 발전할 경우 피해의 우려가 있어 산사태 발생 우려지역으로 선정이 필요한 것으로 사료됨.,2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산214-2,토석류,포항시,사유림,1250,0,"퇴적물과 유목 및 유송잡물들이 계상에 다수 적치되어 있어, 집중호우 시 통수능 감소로 인한 월류의 위험이 있으며, 또한 토석류로 발전할 가능성이 있는 지역으로 산사태 발생 우려지역으로 선정 및 관리가 필요한 지역임.",2026-04-07
경상북도 포항시 북구 죽장면 합덕리 산157,토석류,포항시,사유림,2843,0,황폐화가 진행되고 있는 유역으로 계류내 퇴적물인 전석과 자갈이 적치되어 있으며 집중호우 시 토석류로 발전될 가능성이 있다고 판단되어 산사태 발생 우려지역으로 선정이 필요하다고 생각됨.,2026-04-07
경상북도 포항시 북구 죽장면 석계리 산196-3,토석류,포항시,사유림,3796,0,"본 조사지는 계류 최단부 하부에 과실수 단지가 위치해 있으며 상부 80m 정도에 신설 임도가 교차하고 있음. 최단부와 임도 사이에 사방댐 1개소, 골막이 1개소가 위치해 있으나, 사방댐 하부의 좌안사면에서 대규모 붕괴 가능성이 있으므로 추가적인 사방시설물이나 시설물의 관리가 필요함.",2026-04-07
경상북도 포항시 북구 죽장면 상사리 산199,토석류,포항시,사유림,6440,3207.41,토석류 피해 우려지역,2026-04-07
경상북도 포항시 북구 죽장면 가사리 산70,토석류,포항시,사유림,1426,0,침식이 발달하였으며 상부방향으로 오늘쪽에 붕괴지가 위치하고 있는 상태임. 감우시 토석류의 발생 가능성이 있는 지역으로 하부에 위치한 인가의 보호를 위하여 산사태 발생 우려지역으로의 선정이 필요할 것으로 사료됨.,2026-04-07
경상북도 포항시 북구 죽장면 가사리 산106,토석류,포항시,사유림,1000,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 죽장면 가사리 산6-1,토석류,포항시,사유림,2954,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 기북면 성법리 산110,토석류,포항시,사유림,1250,0,본 유역은 풍화가 심한 유역으로 지반이 취약하고 계류 내 퇴적물분포비율에 높아 토석류에 취약할 것으로 사료되어 퇴적물을 방호할 사방시설물을 설치하여 계류를 안정화하는 것이 적절할 것으로 사료됨.,2026-04-07
경상북도 포항시 북구 죽장면 상옥리 산231,토석류,포항시,사유림,1000,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 신광면 마북리 669-2,토석류,포항시,사유림,1000,0,토석류 우려지역11,2026-04-07
경상북도 포항시 북구 신광면 마북리 669-1 ,토석류,포항시,사유림,1145,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 신광면 마북리 산126,토석류,포항시,사유림,2160,0,"유역 내 약초 재배지가 존재하는 것으로 확인됨. 계류 내 침식, 전석, 퇴적물 등 토석류 위험요소가 관찰되어 집중호우 시 인구의 접근을 제한하고 대피체계 마련 또는 계류보전의 설치가 필요한 지역으로 사료됨.",2026-04-07
경상북도 포항시 북구 신광면 마북리 654-1,토석류,포항시,사유림,319,0,조사구간 다수의 구간에서 계류내 퇴적지가 존재하고 유동가능한 전석과 토사가 일부구간 있음. ,2026-04-07
경상북도 포항시 북구 청하면 명안리 산141,토석류,포항시,사유림,1250,0,계류내 침식 및 소규모 붕괴지가 관찰되며 유목 및 퇴적물이 퇴적되어 있어 집중호우 시 계류수 유입에 따른 퇴적물 발생이 예상됨.하류에 인가가 다수 위치하고 있어 퇴적물 발생으로 인한 피해가 우려되기에 산사태 발생 우려지역으로 선정해야 한다고 판단됨,2026-04-07
경상북도 포항시 북구 청하면 명안리 산147,토석류,포항시,사유림,1250,0,계류 양안으로 붕괴지 및 침식이 다수 관촬되고 수목이 계류방향으로 전도되어 있으며 계상내 퇴적물의 비율이 높을 뿐만 아니라 유목 및 유송잡물이 적치되어 있어 강우시 토석류 및 유송잡물에 의한 2차 피해가 예상되어 산사태 발생 우려지역으로 선정이 필요하다고 생각됨,2026-04-07
경상북도 포항시 북구 송라면 중산리 산106-1,토석류,포항시,사유림,5760,0,산사태취약지역,2026-04-07
경상북도 포항시 북구 청하면 명안리 산14-1,토석류,포항시,사유림,1000,0,우수기 마다 토사가 흘러내려 산림 하단부 농경지 및 상단부 묘지 등에 피해 발생,2026-04-07
경상북도 포항시 북구 송라면 중산리 산84,토석류,포항시,사유림,3956,0,"보경사 관광지 내 존재하는 계류로 중간부에 인가가 있으며 계류 내 수목전도, 붕괴, 침식 등의 토석류 위험요소가 다수 관찰됨. 또한 퇴적물에 의한 진입로 파손이 있는 지역으로 추가 피해를 막고 인명·재산피해의 예방이 필요할 것으로 사료됨.",2026-04-07
경상북도 포항시 북구 송라면 대전리 산186,토석류,포항시,사유림,1000,2822.07,토석류 우려지역,2026-04-07
경상북도 포항시 북구 송라면 대전리 산177,토석류,포항시,사유림,109,0,"대상지의 유역면적이 크고, 암반구간 풍화암 계안에서 탈락한 석력이 계상에 상당량의 퇴적되어 집중호우시 일시에 하부로 이동할 경우 피해가 우려됨.",2026-04-07
